,carat,cut,color,clarity,depth,table,x,y,z,price_predict,price_predicted
2863,0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,-989.0,-989.0
2864,0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,3863.0,3863.0
2865,0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,1249.0,1249.0
2866,1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,6339.0,6339.0
2867,1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,11931.0,11931.0
2868,0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,1959.0,1959.0
2869,0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,734.0,734.0
2870,0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,1270.0,1270.0
2871,1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,3875.0,3875.0
2872,1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,4727.0,4727.0
2873,1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,10292.0,10292.0
2874,0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,1447.0,1447.0
2875,1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,5643.0,5643.0
2876,0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,4052.0,4052.0
2877,0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,2499.0,2499.0
2878,0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,-515.0,-515.0
2879,0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,3095.0,3095.0
2880,0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,3662.0,3662.0
2881,0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,1161.0,1161.0
2882,2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,13911.0,13911.0
2883,0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,3489.0,3489.0
2884,1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,6331.0,6331.0
2885,0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,1351.0,1351.0
2886,0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,1728.0,1728.0
2887,0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,-41.0,-41.0
2888,0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,879.0,879.0
2889,0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,591.0,591.0
2890,1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,9685.0,9685.0
2891,0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,2801.0,2801.0
2892,0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,2258.0,2258.0
2893,0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,587.0,587.0
2894,1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,6217.0,6217.0
2895,0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,806.0,806.0
2896,1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,7338.0,7338.0
2897,0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,1164.0,1164.0
2898,1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,4695.0,4695.0
2899,0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,1783.0,1783.0
2900,0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,-283.0,-283.0
2901,0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,2045.0,2045.0
2902,0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,4241.0,4241.0
2903,1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,5521.0,5521.0
2904,1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,3723.0,3723.0
2905,0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,2323.0,2323.0
2906,0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,833.0,833.0
2907,0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,785.0,785.0
2908,1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,5691.0,5691.0
2909,0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,-1079.0,-1079.0
2910,1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,4207.0,4207.0
2911,1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,6817.0,6817.0
2912,0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,1103.0,1103.0
2913,0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,1263.0,1263.0
2914,0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,-1276.0,-1276.0
2915,0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,1045.0,1045.0
2916,0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,4365.0,4365.0
2917,0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,3325.0,3325.0
2918,1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,4321.0,4321.0
2919,0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,-9.0,-9.0
2920,0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,537.0,537.0
2921,0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,-1005.0,-1005.0
2922,0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,573.0,573.0
2923,1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,4303.0,4303.0
2924,1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,246.0,246.0
2925,0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,3087.0,3087.0
2926,0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,4629.0,4629.0
2927,1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,867.0,867.0
2928,0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,769.0,769.0
2929,0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,537.0,537.0
2930,1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,5581.0,5581.0
2931,1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,4560.0,4560.0
2932,0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,239.0,239.0
2933,0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,887.0,887.0
2934,0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,2869.0,2869.0
2935,1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,5185.0,5185.0
2936,1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,9003.0,9003.0
2937,1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,5329.0,5329.0
2938,0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,-793.0,-793.0
2939,0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,1650.0,1650.0
2940,1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,5839.0,5839.0
2941,0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,3.0,3.0
2942,1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,10691.0,10691.0
2943,0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,2371.0,2371.0
2944,0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,2089.0,2089.0
2945,2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,16641.0,16641.0
2946,0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,-614.0,-614.0
2947,0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2,1083.0,1083.0
2948,0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39,66.0,66.0
2949,1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06,6514.0,6514.0
2950,1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,6568.0,6568.0
2951,1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,8071.0,8071.0
2952,0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86,3557.0,3557.0
2953,1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,8224.0,8224.0
2954,0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,3763.0,3763.0
2955,1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,4869.0,4869.0
2956,0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,325.0,325.0
2957,0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66,-135.0,-135.0
2958,1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,5435.0,5435.0
2959,0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63,449.0,449.0
2960,0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,789.0,789.0
2961,0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,3415.0,3415.0
2962,0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66,175.0,175.0
2963,0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,2263.0,2263.0
2964,0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,-1009.0,-1009.0
2965,0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,1453.0,1453.0
2966,0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,3282.0,3282.0
2967,0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82,2941.0,2941.0
2968,0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,2405.0,2405.0
2969,0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,-57.0,-57.0
2970,0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,3599.0,3599.0
2971,1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,6069.0,6069.0
2972,1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,4355.0,4355.0
2973,0.31,Ideal,I,SI2,61.0,56.0,4.39,4.43,2.69,-2141.0,-2141.0
2974,1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,8403.0,8403.0
2975,0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,2826.0,2826.0
2976,0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,2555.0,2555.0
2977,0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,-211.0,-211.0
2978,0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,2829.0,2829.0
2979,1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,4925.0,4925.0
2980,0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,191.0,191.0
2981,2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,15352.0,15352.0
2982,1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,7475.0,7475.0
2983,0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,3667.0,3667.0
2984,0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,-264.0,-264.0
2985,1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,6446.0,6446.0
2986,0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,537.0,537.0
2987,0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,4469.0,4469.0
2988,0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59,3664.0,3664.0
2989,0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69,5903.0,5903.0
2990,0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,2590.0,2590.0
2991,0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,1019.0,1019.0
2992,0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4,2533.0,2533.0
2993,0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,2334.0,2334.0
2994,1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,10250.0,10250.0
2995,1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,8617.0,8617.0
2996,2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04,14083.0,14083.0
2997,1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,6975.0,6975.0
2998,0.98,Fair,G,SI1,64.4,56.0,6.33,6.24,4.03,4253.0,4253.0
2999,0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,867.0,867.0
3000,0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96,940.0,940.0
3001,1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07,7534.0,7534.0
3002,0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,1725.0,1725.0
3003,1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,6239.0,6239.0
3004,0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,2683.0,2683.0
3005,0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93,-581.0,-581.0
3006,0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,1391.0,1391.0
3007,0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,-298.0,-298.0
3008,0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,1765.0,1765.0
3009,0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69,-751.0,-751.0
3010,0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7,1013.0,1013.0
3011,0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,1532.0,1532.0
3012,0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95,2085.0,2085.0
3013,0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,667.0,667.0
3014,1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05,5509.0,5509.0
3015,0.71,Very Good,E,SI1,63.1,58.0,5.65,5.69,3.58,2955.0,2955.0
3016,0.97,Ideal,G,SI2,61.6,56.0,6.31,6.39,3.91,4245.0,4245.0
3017,1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,7411.0,7411.0
3018,0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,-85.0,-85.0
3019,0.33,Ideal,I,IF,61.8,55.0,4.46,4.47,2.76,608.0,608.0
3020,0.36,Ideal,E,VS1,61.7,56.0,4.58,4.56,2.82,1325.0,1325.0
3021,1.72,Ideal,H,SI1,62.2,57.0,7.65,7.55,4.72,11763.0,11763.0
3022,0.37,Ideal,H,VVS1,62.0,53.0,4.63,4.66,2.88,1089.0,1089.0
3023,0.71,Ideal,D,VS2,61.2,55.0,5.74,5.78,3.53,3995.0,3995.0
3024,0.51,Very Good,I,SI1,63.5,60.0,5.03,5.05,3.2,11.0,11.0
3025,0.3,Ideal,E,VS2,62.1,55.0,4.28,4.32,2.67,649.0,649.0
3026,0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,3568.0,3568.0
3027,0.3,Ideal,E,VS1,61.6,55.0,4.34,4.36,2.68,935.0,935.0
3028,0.97,Good,F,SI1,60.1,65.0,6.46,6.36,3.85,4870.0,4870.0
3029,1.27,Ideal,I,SI2,62.1,56.0,6.92,6.96,4.31,5965.0,5965.0
3030,1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,10298.0,10298.0
3031,1.0,Premium,G,VS1,62.4,59.0,6.35,6.4,3.98,6211.0,6211.0
3032,0.42,Ideal,D,VVS2,62.5,57.0,4.8,4.77,2.99,2275.0,2275.0
3033,0.7,Fair,G,SI1,61.7,66.0,5.7,5.58,3.48,1701.0,1701.0
3034,0.56,Ideal,D,VS1,61.6,57.0,5.33,5.29,3.27,2981.0,2981.0
3035,0.51,Good,E,SI1,57.4,62.0,5.24,5.29,3.02,1271.0,1271.0
3036,0.52,Very Good,I,SI1,63.3,55.0,5.13,5.1,3.24,143.0,143.0
3037,0.39,Premium,G,VVS1,59.9,59.0,4.73,4.75,2.84,1616.0,1616.0
3038,1.7,Very Good,H,VS2,63.3,57.0,7.59,7.54,4.79,11995.0,11995.0
3039,0.3,Very Good,E,VVS2,59.7,57.0,4.37,4.43,2.62,1230.0,1230.0
3040,1.08,Ideal,H,SI1,62.7,57.0,6.48,6.51,4.07,5688.0,5688.0
3041,2.01,Ideal,F,SI2,61.9,55.0,8.1,8.05,5.0,14392.0,14392.0
3042,0.55,Ideal,J,VS2,62.6,57.0,5.21,5.17,3.25,215.0,215.0
3043,0.9,Fair,F,SI2,62.6,58.0,6.01,6.06,3.78,3014.0,3014.0
3044,0.9,Ideal,I,VS1,62.4,57.0,6.17,6.21,3.86,4395.0,4395.0
3045,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,6820.0,6820.0
3046,0.51,Very Good,H,VS2,60.1,59.8,5.14,5.19,3.1,1237.0,1237.0
3047,0.7,Premium,E,VS1,59.4,61.0,5.78,5.74,3.42,3837.0,3837.0
3048,0.7,Fair,H,SI1,66.0,56.0,5.5,5.53,3.64,1365.0,1365.0
3049,0.34,Ideal,I,SI1,60.2,57.0,4.54,4.5,2.72,-969.0,-969.0
3050,0.32,Ideal,G,IF,61.2,55.0,4.41,4.44,2.71,1595.0,1595.0
3051,0.31,Ideal,D,VS2,59.4,56.0,4.45,4.4,2.63,953.0,953.0
3052,0.41,Premium,E,SI1,61.4,56.0,4.81,4.77,2.94,655.0,655.0
3053,1.84,Ideal,J,VS1,62.4,56.0,7.84,7.8,4.89,12434.0,12434.0
3054,0.9,Very Good,I,VS2,63.2,56.0,6.15,6.09,3.87,3943.0,3943.0
3055,1.0,Ideal,E,VS2,61.6,57.0,6.44,6.38,3.95,6249.0,6249.0
3056,0.37,Premium,E,SI1,61.8,58.0,4.59,4.64,2.85,369.0,369.0
3057,1.53,Ideal,F,VS1,61.5,59.0,7.38,7.46,4.56,11501.0,11501.0
3058,1.09,Ideal,G,VS2,62.8,57.0,6.54,6.58,4.12,6819.0,6819.0
3059,1.04,Premium,F,SI2,62.8,55.0,6.48,6.41,4.05,4916.0,4916.0
3060,0.8,Very Good,E,SI2,62.6,59.0,5.84,5.91,3.68,2823.0,2823.0
3061,0.29,Good,F,VS1,62.1,56.0,4.24,4.26,2.64,542.0,542.0
3062,1.21,Ideal,F,I1,62.0,56.0,6.84,6.8,4.23,3817.0,3817.0
3063,2.01,Very Good,J,VS2,61.1,59.0,8.04,8.07,4.92,13743.0,13743.0
3064,0.3,Premium,G,VVS2,62.6,58.0,4.27,4.29,2.68,890.0,890.0
3065,1.01,Fair,H,VS2,64.5,60.0,6.3,6.25,4.05,4635.0,4635.0
3066,1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,10743.0,10743.0
3067,1.19,Very Good,D,SI2,61.1,58.0,6.84,6.88,4.19,6526.0,6526.0
3068,1.12,Premium,H,VS1,61.6,58.0,6.64,4.11,3.7,6850.0,6850.0
3069,1.7,Good,H,SI1,63.9,56.0,7.61,7.53,4.84,11205.0,11205.0
3070,0.3,Premium,G,VS1,61.4,60.0,4.33,4.3,2.65,490.0,490.0
3071,1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,6955.0,6955.0
3072,1.01,Ideal,F,SI1,62.0,56.0,6.41,6.46,3.99,5734.0,5734.0
3073,0.31,Premium,G,VS1,61.2,60.0,4.39,4.37,2.68,551.0,551.0
3074,0.7,Good,F,SI1,58.7,64.0,5.77,5.78,3.39,2663.0,2663.0
3075,0.9,Very Good,H,VS1,63.0,62.0,6.09,6.0,3.81,4717.0,4717.0
3076,0.71,Ideal,G,VVS2,61.7,57.0,5.72,5.74,3.53,4141.0,4141.0
3077,0.34,Good,E,SI2,63.1,56.0,4.46,4.51,2.83,-1021.0,-1021.0
3078,0.4,Good,E,SI1,64.2,57.0,4.68,4.66,3.0,285.0,285.0
3079,0.34,Ideal,E,VVS2,62.4,55.0,4.47,4.51,2.79,1563.0,1563.0
3080,0.31,Very Good,H,SI1,62.3,55.0,4.34,4.36,2.71,-799.0,-799.0
3081,0.5,Ideal,F,SI1,60.2,63.0,5.12,5.15,3.09,1289.0,1289.0
3082,0.3,Ideal,G,IF,62.1,55.0,4.32,4.35,2.69,1405.0,1405.0
3083,1.33,Ideal,H,SI1,60.1,57.0,7.14,7.2,4.31,8001.0,8001.0
3084,1.0,Good,F,IF,63.2,63.0,6.24,6.26,3.95,6955.0,6955.0
3085,2.07,Premium,E,SI2,58.9,61.0,8.45,8.35,4.95,14735.0,14735.0
3086,0.36,Ideal,D,VS2,61.1,57.0,4.62,4.58,2.81,1197.0,1197.0
3087,1.25,Premium,I,VS2,62.2,57.0,6.92,6.84,4.28,7180.0,7180.0
3088,1.01,Very Good,G,SI1,60.0,58.0,6.51,6.55,3.92,5385.0,5385.0
3089,1.54,Very Good,G,IF,59.4,60.0,7.55,7.61,4.5,11968.0,11968.0
3090,0.54,Ideal,H,SI1,61.1,56.0,5.25,5.27,3.21,1003.0,1003.0
3091,1.07,Ideal,H,VS2,61.8,56.0,6.52,6.55,4.04,6213.0,6213.0
3092,0.25,Ideal,E,VVS2,61.6,57.0,4.08,4.1,2.52,976.0,976.0
3093,0.32,Ideal,D,SI1,59.6,57.0,4.47,4.42,2.65,411.0,411.0
3094,0.35,Very Good,E,VS2,60.2,60.0,4.54,4.57,2.74,821.0,821.0
3095,0.42,Ideal,E,SI1,62.6,57.0,4.81,4.84,3.02,752.0,752.0
3096,1.11,Very Good,H,SI2,59.0,59.0,6.79,6.82,4.02,4810.0,4810.0
3097,1.51,Premium,H,SI2,62.3,62.0,7.32,7.21,4.51,8547.0,8547.0
3098,1.01,Good,F,VS2,65.2,57.0,6.19,6.23,4.05,6059.0,6059.0
3099,0.32,Ideal,H,VVS1,62.0,55.0,4.42,4.45,2.75,705.0,705.0
3100,0.33,Ideal,I,VVS1,62.2,54.0,4.43,4.45,2.76,307.0,307.0
3101,0.28,Ideal,G,IF,61.3,57.0,4.25,4.27,2.6,1264.0,1264.0
3102,0.32,Very Good,I,SI2,63.4,56.0,4.37,4.34,2.76,-2291.0,-2291.0
3103,0.73,Ideal,E,VS1,61.4,55.0,5.8,5.82,3.57,4246.0,4246.0
3104,1.02,Premium,F,SI2,63.0,58.0,6.44,6.38,4.04,4647.0,4647.0
3105,1.51,Ideal,E,SI2,62.9,57.0,7.29,7.23,4.57,9500.0,9500.0
3106,0.26,Very Good,E,VVS1,61.5,56.0,4.1,4.15,2.53,1023.0,1023.0
3107,0.55,Ideal,I,VVS1,61.7,56.0,5.24,5.29,3.25,1909.0,1909.0
3108,0.32,Ideal,G,SI1,61.4,57.0,4.41,4.38,2.7,-129.0,-129.0
3109,1.51,Very Good,F,SI1,62.6,57.0,7.25,7.31,4.56,10345.0,10345.0
3110,1.73,Premium,F,SI2,63.0,60.0,7.63,7.52,4.77,11421.0,11421.0
3111,0.43,Ideal,G,VS1,61.9,55.0,4.86,4.84,3.0,1557.0,1557.0
3112,0.43,Very Good,E,VVS2,60.8,57.0,4.89,4.92,2.98,2063.0,2063.0
3113,1.0,Premium,D,SI1,61.5,60.0,6.34,6.38,3.91,5830.0,5830.0
3114,0.57,Premium,E,SI1,62.5,57.0,5.28,5.22,3.28,1865.0,1865.0
3115,1.1,Ideal,E,SI2,61.6,56.0,6.66,6.63,4.09,5613.0,5613.0
3116,1.2,Ideal,E,VVS1,60.1,61.0,6.83,6.91,4.13,8856.0,8856.0
3117,0.4,Ideal,I,IF,62.2,56.0,4.75,4.71,2.94,1035.0,1035.0
3118,0.24,Very Good,E,VVS2,62.9,57.0,3.96,3.99,2.5,784.0,784.0
3119,0.92,Very Good,G,SI1,61.8,54.0,6.25,6.37,3.9,4609.0,4609.0
3120,0.27,Very Good,E,VVS1,60.9,59.0,4.17,4.21,2.55,1030.0,1030.0
3121,0.43,Premium,H,I1,62.0,59.0,4.83,4.78,2.98,-3740.0,-3740.0
3122,1.0,Fair,H,SI2,66.1,59.0,6.18,6.13,4.07,3005.0,3005.0
3123,1.01,Ideal,F,VS2,60.3,56.0,6.56,6.5,3.94,6283.0,6283.0
3124,0.97,Premium,F,SI2,59.9,59.0,6.45,6.38,3.84,4257.0,4257.0
3125,0.3,Very Good,E,SI1,62.9,56.0,4.24,4.31,2.69,-106.0,-106.0
3126,1.53,Very Good,E,VS2,61.2,60.0,7.49,7.4,4.56,10993.0,10993.0
3127,0.71,Premium,J,SI1,62.4,61.0,5.68,5.63,3.53,759.0,759.0
3128,1.0,Premium,D,SI2,60.3,58.0,6.48,6.45,3.9,4840.0,4840.0
3129,0.75,Very Good,D,SI1,59.7,62.0,5.89,5.94,3.53,3507.0,3507.0
3130,1.04,Ideal,G,VS2,61.6,55.0,6.51,6.55,4.02,6409.0,6409.0
3131,0.24,Very Good,F,VVS1,63.5,54.0,3.92,3.96,2.5,846.0,846.0
3132,0.28,Good,H,VVS1,56.0,64.0,4.38,4.41,2.46,219.0,219.0
3133,1.0,Ideal,H,SI1,61.9,57.0,6.43,6.39,3.97,4881.0,4881.0
3134,0.7,Very Good,G,SI1,63.0,59.0,5.64,5.67,3.56,2569.0,2569.0
3135,1.86,Very Good,J,VS2,62.5,55.0,7.81,7.9,4.91,12269.0,12269.0
3136,1.65,Ideal,J,SI1,62.5,56.0,7.59,7.54,4.73,9607.0,9607.0
3137,0.51,Premium,F,SI1,62.7,62.0,5.09,4.96,3.15,1201.0,1201.0
3138,1.09,Premium,E,VVS2,59.9,59.0,6.73,6.7,4.02,7630.0,7630.0
3139,2.47,Premium,J,SI2,59.4,59.0,8.85,8.79,5.24,16716.0,16716.0
3140,1.0,Ideal,D,VS1,62.4,55.0,6.4,6.43,4.0,6821.0,6821.0
3141,0.3,Ideal,G,VS1,61.8,54.0,4.32,4.29,2.66,702.0,702.0
3142,1.07,Ideal,E,VVS2,61.8,54.0,6.56,6.61,4.07,7661.0,7661.0
3143,0.7,Very Good,E,SI2,63.1,56.0,5.66,5.63,3.56,1913.0,1913.0
3144,0.38,Ideal,F,VVS1,61.9,54.0,4.67,4.7,2.9,1842.0,1842.0
3145,1.37,Ideal,I,VS2,61.5,55.0,7.18,7.2,4.42,8450.0,8450.0
3146,0.42,Ideal,F,VS1,61.6,56.0,4.82,4.8,2.96,1691.0,1691.0
3147,0.3,Ideal,H,IF,62.1,57.0,4.29,4.31,2.67,900.0,900.0
3148,1.04,Premium,H,SI1,60.7,62.0,6.57,6.51,3.97,5064.0,5064.0
3149,0.75,Premium,F,VVS2,62.4,57.0,5.88,5.75,3.63,4491.0,4491.0
3150,0.7,Premium,G,VS2,61.6,58.0,5.69,5.73,3.52,3267.0,3267.0
3151,0.55,Ideal,E,VS1,61.5,57.0,5.23,5.27,3.23,2766.0,2766.0
3152,2.0,Ideal,H,VS2,60.5,56.0,8.34,8.22,5.01,14947.0,14947.0
3153,0.7,Ideal,I,VVS2,62.3,55.0,5.66,5.7,3.54,3093.0,3093.0
3154,0.31,Good,G,VVS1,58.0,62.0,4.42,4.47,2.58,921.0,921.0
3155,1.51,Fair,G,I1,65.6,54.0,7.28,7.1,4.72,5501.0,5501.0
3156,1.06,Ideal,I,SI1,61.9,54.0,6.56,6.59,4.07,4982.0,4982.0
3157,0.63,Good,F,SI2,64.2,56.0,5.4,5.34,3.45,1115.0,1115.0
